args;input;function;0.5;0.5_msreach;0.25;0.25_msreach;0.1;0.1_msreach;0.01;0.01_msreach;0.001;0.001_msreach;0.0001;0.0001_msreach
Namespace(eps=[0.5, 0.25, 0.1, 0.01, 0.001, 0.0001], sigma=[0.3], dim=[5], maxl=21000, seed=[123], xstart=['gauss'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[0.1], estart=['gauss'], esgm=[0.0], esgstd=[1.0], testf=['elli'], r=[25], o=['out.csv']);tests.py -eps 0.5 0.25 0.1 0.01 0.001 0.0001 --sigma 0.3 --dim 5 --seed 123 --xstart gauss --xsgm 0 --xsgstd 1 --estart gauss --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --xsexpl 0.1 --testf elli -r 25 -o out.csv ;elli;147.16;0;175.64;0;176.48;0;202.04;0;212.44;0;224.4;0
Namespace(eps=[0.5, 0.25, 0.1, 0.01, 0.001, 0.0001], sigma=[0.9], dim=[5], maxl=21000, seed=[123], xstart=['gauss'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[0.1], estart=['gauss'], esgm=[0.0], esgstd=[1.0], testf=['elli'], r=[25], o=['out.csv']);tests.py -eps 0.5 0.25 0.1 0.01 0.001 0.0001 --sigma 0.9 --dim 5 --seed 123 --xstart gauss --xsgm 0 --xsgstd 1 --estart gauss --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --xsexpl 0.1 --testf elli -r 25 -o out.csv ;elli;160.68;0;175.48;0;172.52;0;194.92;0;214.56;0;225.2;0
Namespace(eps=[0.5, 0.25, 0.1, 0.01, 0.001, 0.0001], sigma=[0.05], dim=[10], maxl=21000, seed=[123], xstart=['gauss'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[0.1], estart=['gauss'], esgm=[0.0], esgstd=[1.0], testf=['elli'], r=[25], o=['out.csv']);tests.py -eps 0.5 0.25 0.1 0.01 0.001 0.0001 --sigma 0.05 --dim 10 --seed 123 --xstart gauss --xsgm 0 --xsgstd 1 --estart gauss --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --xsexpl 0.1 --testf elli -r 25 -o out.csv ;elli;398.08;0;425.96;0;457.64;0;503.92;0;509.2;0;534.68;0
Namespace(eps=[0.5, 0.25, 0.1, 0.01, 0.001, 0.0001], sigma=[0.1], dim=[10], maxl=21000, seed=[123], xstart=['gauss'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[0.1], estart=['gauss'], esgm=[0.0], esgstd=[1.0], testf=['elli'], r=[25], o=['out.csv']);tests.py -eps 0.5 0.25 0.1 0.01 0.001 0.0001 --sigma 0.1 --dim 10 --seed 123 --xstart gauss --xsgm 0 --xsgstd 1 --estart gauss --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --xsexpl 0.1 --testf elli -r 25 -o out.csv ;elli;385.28;0;432.04;0;467.28;0;486.16;0;505.08;0;536.52;0
Namespace(eps=[0.5, 0.25, 0.1, 0.01, 0.001, 0.0001], sigma=[0.3], dim=[10], maxl=21000, seed=[123], xstart=['gauss'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[0.1], estart=['gauss'], esgm=[0.0], esgstd=[1.0], testf=['elli'], r=[25], o=['out.csv']);tests.py -eps 0.5 0.25 0.1 0.01 0.001 0.0001 --sigma 0.3 --dim 10 --seed 123 --xstart gauss --xsgm 0 --xsgstd 1 --estart gauss --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --xsexpl 0.1 --testf elli -r 25 -o out.csv ;elli;384.68;0;425.44;0;466.16;0;497.16;0;497.56;0;520.36;0
Namespace(eps=[0.5, 0.25, 0.1, 0.01, 0.001, 0.0001], sigma=[0.9], dim=[10], maxl=21000, seed=[123], xstart=['gauss'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[0.1], estart=['gauss'], esgm=[0.0], esgstd=[1.0], testf=['elli'], r=[25], o=['out.csv']);tests.py -eps 0.5 0.25 0.1 0.01 0.001 0.0001 --sigma 0.9 --dim 10 --seed 123 --xstart gauss --xsgm 0 --xsgstd 1 --estart gauss --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --xsexpl 0.1 --testf elli -r 25 -o out.csv ;elli;425.36;0;436.04;0;457.44;0;484.08;0;504.68;0;516.4;0
Namespace(eps=[0.5, 0.25, 0.1, 0.01, 0.001, 0.0001], sigma=[0.05], dim=[5], maxl=21000, seed=[123], xstart=['uniform'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[1.0], estart=['dull'], esgm=[0.0], esgstd=[1.0], testf=['elli'], r=[25], o=['out.csv']);tests.py -eps 0.5 0.25 0.1 0.01 0.001 0.0001 --sigma 0.05 --dim 5 --seed 123 --xstart uniform --xsgm 0 --xsgstd 1 --estart dull --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --xsexpl 1 --testf elli -r 25 -o out.csv ;elli;149.8;0;150.16;0;184.68;0;204.32;0;211.08;0;230.44;0
Namespace(eps=[0.5, 0.25, 0.1, 0.01, 0.001, 0.0001], sigma=[0.1], dim=[5], maxl=21000, seed=[123], xstart=['uniform'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[1.0], estart=['dull'], esgm=[0.0], esgstd=[1.0], testf=['elli'], r=[25], o=['out.csv']);tests.py -eps 0.5 0.25 0.1 0.01 0.001 0.0001 --sigma 0.1 --dim 5 --seed 123 --xstart uniform --xsgm 0 --xsgstd 1 --estart dull --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --xsexpl 1 --testf elli -r 25 -o out.csv ;elli;143.24;0;157.72;0;172.92;0;191.68;0;210.56;0;225.72;0
Namespace(eps=[0.5, 0.25, 0.1, 0.01, 0.001, 0.0001], sigma=[0.3], dim=[5], maxl=21000, seed=[123], xstart=['uniform'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[1.0], estart=['dull'], esgm=[0.0], esgstd=[1.0], testf=['elli'], r=[25], o=['out.csv']);tests.py -eps 0.5 0.25 0.1 0.01 0.001 0.0001 --sigma 0.3 --dim 5 --seed 123 --xstart uniform --xsgm 0 --xsgstd 1 --estart dull --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --xsexpl 1 --testf elli -r 25 -o out.csv ;elli;136.6;0;157.8;0;167.6;0;198.08;0;215.92;0;220.44;0
Namespace(eps=[0.5, 0.25, 0.1, 0.01, 0.001, 0.0001], sigma=[0.9], dim=[5], maxl=21000, seed=[123], xstart=['uniform'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[1.0], estart=['dull'], esgm=[0.0], esgstd=[1.0], testf=['elli'], r=[25], o=['out.csv']);tests.py -eps 0.5 0.25 0.1 0.01 0.001 0.0001 --sigma 0.9 --dim 5 --seed 123 --xstart uniform --xsgm 0 --xsgstd 1 --estart dull --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --xsexpl 1 --testf elli -r 25 -o out.csv ;elli;163.28;0;171.92;0;184.56;0;195.72;0;208.4;0;217.68;0
Namespace(eps=[0.5, 0.25, 0.1, 0.01, 0.001, 0.0001], sigma=[0.05], dim=[10], maxl=21000, seed=[123], xstart=['uniform'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[1.0], estart=['dull'], esgm=[0.0], esgstd=[1.0], testf=['elli'], r=[25], o=['out.csv']);tests.py -eps 0.5 0.25 0.1 0.01 0.001 0.0001 --sigma 0.05 --dim 10 --seed 123 --xstart uniform --xsgm 0 --xsgstd 1 --estart dull --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --xsexpl 1 --testf elli -r 25 -o out.csv ;elli;364.88;0;413.28;0;448.24;0;478.2;0;514.24;0;526.84;0
Namespace(eps=[0.5, 0.25, 0.1, 0.01, 0.001, 0.0001], sigma=[0.1], dim=[10], maxl=21000, seed=[123], xstart=['uniform'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[1.0], estart=['dull'], esgm=[0.0], esgstd=[1.0], testf=['elli'], r=[25], o=['out.csv']);tests.py -eps 0.5 0.25 0.1 0.01 0.001 0.0001 --sigma 0.1 --dim 10 --seed 123 --xstart uniform --xsgm 0 --xsgstd 1 --estart dull --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --xsexpl 1 --testf elli -r 25 -o out.csv ;elli;349.36;0;406.68;0;427.96;0;482.56;0;511.72;0;521.32;0
Namespace(eps=[0.5, 0.25, 0.1, 0.01, 0.001, 0.0001], sigma=[0.3], dim=[10], maxl=21000, seed=[123], xstart=['uniform'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[1.0], estart=['dull'], esgm=[0.0], esgstd=[1.0], testf=['elli'], r=[25], o=['out.csv']);tests.py -eps 0.5 0.25 0.1 0.01 0.001 0.0001 --sigma 0.3 --dim 10 --seed 123 --xstart uniform --xsgm 0 --xsgstd 1 --estart dull --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --xsexpl 1 --testf elli -r 25 -o out.csv ;elli;356.2;0;416.44;0;412.8;0;459.12;0;489.08;0;508.28;0
Namespace(eps=[0.5, 0.25, 0.1, 0.01, 0.001, 0.0001], sigma=[0.9], dim=[10], maxl=21000, seed=[123], xstart=['uniform'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[1.0], estart=['dull'], esgm=[0.0], esgstd=[1.0], testf=['elli'], r=[25], o=['out.csv']);tests.py -eps 0.5 0.25 0.1 0.01 0.001 0.0001 --sigma 0.9 --dim 10 --seed 123 --xstart uniform --xsgm 0 --xsgstd 1 --estart dull --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --xsexpl 1 --testf elli -r 25 -o out.csv ;elli;394.44;0;413.96;0;430.0;0;478.2;0;490.8;0;514.44;0
Namespace(eps=[0.5, 0.25, 0.1, 0.01, 0.001, 0.0001], sigma=[0.05], dim=[5], maxl=21000, seed=[123], xstart=['uniform'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[0.1], estart=['gauss'], esgm=[0.0], esgstd=[1.0], testf=['elli'], r=[25], o=['out.csv']);tests.py -eps 0.5 0.25 0.1 0.01 0.001 0.0001 --sigma 0.05 --dim 5 --seed 123 --xstart uniform --xsgm 0 --xsgstd 1 --estart gauss --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --xsexpl 0.1 --testf elli -r 25 -o out.csv ;elli;139.76;0;169.56;0;185.32;0;194.96;0;220.28;0;221.48;0
Namespace(eps=[0.5, 0.25, 0.1, 0.01, 0.001, 0.0001], sigma=[0.1], dim=[5], maxl=21000, seed=[123], xstart=['uniform'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[0.1], estart=['gauss'], esgm=[0.0], esgstd=[1.0], testf=['elli'], r=[25], o=['out.csv']);tests.py -eps 0.5 0.25 0.1 0.01 0.001 0.0001 --sigma 0.1 --dim 5 --seed 123 --xstart uniform --xsgm 0 --xsgstd 1 --estart gauss --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --xsexpl 0.1 --testf elli -r 25 -o out.csv ;elli;131.2;0;156.84;0;174.6;0;203.72;0;212.56;0;224.72;0
Namespace(eps=[0.5, 0.25, 0.1, 0.01, 0.001, 0.0001], sigma=[0.3], dim=[5], maxl=21000, seed=[123], xstart=['uniform'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[0.1], estart=['gauss'], esgm=[0.0], esgstd=[1.0], testf=['elli'], r=[25], o=['out.csv']);tests.py -eps 0.5 0.25 0.1 0.01 0.001 0.0001 --sigma 0.3 --dim 5 --seed 123 --xstart uniform --xsgm 0 --xsgstd 1 --estart gauss --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --xsexpl 0.1 --testf elli -r 25 -o out.csv ;elli;148.52;0;153.56;0;181.08;0;181.52;0;206.92;0;213.28;0
Namespace(eps=[0.5, 0.25, 0.1, 0.01, 0.001, 0.0001], sigma=[0.9], dim=[5], maxl=21000, seed=[123], xstart=['uniform'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[0.1], estart=['gauss'], esgm=[0.0], esgstd=[1.0], testf=['elli'], r=[25], o=['out.csv']);tests.py -eps 0.5 0.25 0.1 0.01 0.001 0.0001 --sigma 0.9 --dim 5 --seed 123 --xstart uniform --xsgm 0 --xsgstd 1 --estart gauss --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --xsexpl 0.1 --testf elli -r 25 -o out.csv ;elli;154.64;0;165.36;0;183.48;0;192.04;0;209.32;0;217.76;0
Namespace(eps=[0.5, 0.25, 0.1, 0.01, 0.001, 0.0001], sigma=[0.05], dim=[10], maxl=21000, seed=[123], xstart=['uniform'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[0.1], estart=['gauss'], esgm=[0.0], esgstd=[1.0], testf=['elli'], r=[25], o=['out.csv']);tests.py -eps 0.5 0.25 0.1 0.01 0.001 0.0001 --sigma 0.05 --dim 10 --seed 123 --xstart uniform --xsgm 0 --xsgstd 1 --estart gauss --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --xsexpl 0.1 --testf elli -r 25 -o out.csv ;elli;394.76;0;408.8;0;438.24;0;487.48;0;504.68;0;525.4;0
Namespace(eps=[0.5, 0.25, 0.1, 0.01, 0.001, 0.0001], sigma=[0.1], dim=[10], maxl=21000, seed=[123], xstart=['uniform'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[0.1], estart=['gauss'], esgm=[0.0], esgstd=[1.0], testf=['elli'], r=[25], o=['out.csv']);tests.py -eps 0.5 0.25 0.1 0.01 0.001 0.0001 --sigma 0.1 --dim 10 --seed 123 --xstart uniform --xsgm 0 --xsgstd 1 --estart gauss --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --xsexpl 0.1 --testf elli -r 25 -o out.csv ;elli;352.52;0;407.48;0;441.32;0;467.96;0;492.28;0;509.32;0
Namespace(eps=[0.5, 0.25, 0.1, 0.01, 0.001, 0.0001], sigma=[0.3], dim=[10], maxl=21000, seed=[123], xstart=['uniform'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[0.1], estart=['gauss'], esgm=[0.0], esgstd=[1.0], testf=['elli'], r=[25], o=['out.csv']);tests.py -eps 0.5 0.25 0.1 0.01 0.001 0.0001 --sigma 0.3 --dim 10 --seed 123 --xstart uniform --xsgm 0 --xsgstd 1 --estart gauss --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --xsexpl 0.1 --testf elli -r 25 -o out.csv ;elli;369.12;0;377.32;0;423.32;0;467.0;0;491.52;0;513.44;0
Namespace(eps=[0.5, 0.25, 0.1, 0.01, 0.001, 0.0001], sigma=[0.9], dim=[10], maxl=21000, seed=[123], xstart=['uniform'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[0.1], estart=['gauss'], esgm=[0.0], esgstd=[1.0], testf=['elli'], r=[25], o=['out.csv']);tests.py -eps 0.5 0.25 0.1 0.01 0.001 0.0001 --sigma 0.9 --dim 10 --seed 123 --xstart uniform --xsgm 0 --xsgstd 1 --estart gauss --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --xsexpl 0.1 --testf elli -r 25 -o out.csv ;elli;403.88;0;420.24;0;453.64;0;491.12;0;497.44;0;508.96;0
Namespace(eps=[0.5, 0.25, 0.1, 0.01, 0.001, 0.0001], sigma=[0.05], dim=[5], maxl=21000, seed=[123], xstart=['exp'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[1.0], estart=['dull'], esgm=[0.0], esgstd=[1.0], testf=['elli'], r=[25], o=['out.csv']);tests.py -eps 0.5 0.25 0.1 0.01 0.001 0.0001 --sigma 0.05 --dim 5 --seed 123 --xstart exp --xsgm 0 --xsgstd 1 --estart dull --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --xsexpl 1 --testf elli -r 25 -o out.csv ;elli;175.68;0;186.64;0;192.96;0;212.24;0;237.84;0;243.92;0
Namespace(eps=[0.5, 0.25, 0.1, 0.01, 0.001, 0.0001], sigma=[0.1], dim=[5], maxl=21000, seed=[123], xstart=['exp'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[1.0], estart=['dull'], esgm=[0.0], esgstd=[1.0], testf=['elli'], r=[25], o=['out.csv']);tests.py -eps 0.5 0.25 0.1 0.01 0.001 0.0001 --sigma 0.1 --dim 5 --seed 123 --xstart exp --xsgm 0 --xsgstd 1 --estart dull --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --xsexpl 1 --testf elli -r 25 -o out.csv ;elli;170.4;0;183.6;0;192.2;0;211.16;0;227.36;0;232.44;0
Namespace(eps=[0.5, 0.25, 0.1, 0.01, 0.001, 0.0001], sigma=[0.3], dim=[5], maxl=21000, seed=[123], xstart=['exp'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[1.0], estart=['dull'], esgm=[0.0], esgstd=[1.0], testf=['elli'], r=[25], o=['out.csv']);tests.py -eps 0.5 0.25 0.1 0.01 0.001 0.0001 --sigma 0.3 --dim 5 --seed 123 --xstart exp --xsgm 0 --xsgstd 1 --estart dull --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --xsexpl 1 --testf elli -r 25 -o out.csv ;elli;158.48;0;172.24;0;174.84;0;203.28;0;219.12;0;228.72;0
Namespace(eps=[0.5, 0.25, 0.1, 0.01, 0.001, 0.0001], sigma=[0.9], dim=[5], maxl=21000, seed=[123], xstart=['exp'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[1.0], estart=['dull'], esgm=[0.0], esgstd=[1.0], testf=['elli'], r=[25], o=['out.csv']);tests.py -eps 0.5 0.25 0.1 0.01 0.001 0.0001 --sigma 0.9 --dim 5 --seed 123 --xstart exp --xsgm 0 --xsgstd 1 --estart dull --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --xsexpl 1 --testf elli -r 25 -o out.csv ;elli;160.12;0;175.48;0;183.0;0;192.76;0;214.28;0;224.08;0
Namespace(eps=[0.5, 0.25, 0.1, 0.01, 0.001, 0.0001], sigma=[0.05], dim=[10], maxl=21000, seed=[123], xstart=['exp'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[1.0], estart=['dull'], esgm=[0.0], esgstd=[1.0], testf=['elli'], r=[25], o=['out.csv']);tests.py -eps 0.5 0.25 0.1 0.01 0.001 0.0001 --sigma 0.05 --dim 10 --seed 123 --xstart exp --xsgm 0 --xsgstd 1 --estart dull --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --xsexpl 1 --testf elli -r 25 -o out.csv ;elli;410.76;0;456.12;0;458.12;0;479.24;0;521.8;0;545.08;0
Namespace(eps=[0.5, 0.25, 0.1, 0.01, 0.001, 0.0001], sigma=[0.1], dim=[10], maxl=21000, seed=[123], xstart=['exp'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[1.0], estart=['dull'], esgm=[0.0], esgstd=[1.0], testf=['elli'], r=[25], o=['out.csv']);tests.py -eps 0.5 0.25 0.1 0.01 0.001 0.0001 --sigma 0.1 --dim 10 --seed 123 --xstart exp --xsgm 0 --xsgstd 1 --estart dull --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --xsexpl 1 --testf elli -r 25 -o out.csv ;elli;422.52;0;442.44;0;474.76;0;497.76;0;514.92;0;538.6;0
